Player,Nation,Pos1,Pos2,Squad,Comp,Age,Born,MP,Starts,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,ShortCmp,ShortAtt,ShortCmp%,ShortTotDist,ShortPrgDist,MedCmp,MedAtt,MedCmp%,LongCmp,LongAtt,LongCmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,CPA,Mis,Dis,Rec,Dead,TB,Sw,Crs,TI,In,Out,Str,Off,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG
Carlos Guirao,es,MF,0,Leganés,La Liga,21.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Gómez,co,FW,MF,Rennes,Ligue 1,22.0,2002.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.36,0.68,0.5,1.0,15.9,0.05,0.9,0.9
Carlos Gómez,co,MF,FW,Rennes,Ligue 1,22.0,2002.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,7.0,1.0,37.0,0.0,0.1,7.0,6.0,14.0,55.0,69.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.96,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,136.0,4.0,10.0,136.0,7.0,41.2,10.0,58.8,93.0,426.0,201.0,4.0,10.0,4.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.3,80.0,1.0,7.0,16.0,3.0,1.11,3.0,5.0,-2.0,-0.66,-0.82,4.1,3.3,0.8,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Martín,es,FW,MF,Alavés,La Liga,22.0,2002.0,11.0,7.0,6.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,7.0,2.0,30.0,0.51,0.29,18.0,9.0,54.0,109.0,89.0,5.0,23.0,21.7,18.0,11.0,1.0,10.0,1.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.74,5.0,0.0,2.0,2.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,250.0,8.0,18.0,250.0,4.0,30.8,9.0,69.2,130.0,545.0,219.0,1.0,12.0,10.0,151.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,52.0,37.2,67.0,0.0,4.0,24.0,5.0,1.18,5.0,8.0,-3.0,-0.47,0.09,5.8,8.6,-2.7,-0.44,1.0,100.0,0.51,0.51,1.0,1.0,3.3,0.51,0.5,0.5
Carlos Miguel,br,GK,0,Nott'ham Forest,Premier League,26.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Neva,es,DF,0,Granada,La Liga,27.0,1996.0,0.0,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.0,1701.0,75.9,21366.0,8794.0,689.0,763.0,90.3,489.0,610.0,80.2,1.4,-1.2,20.0,70.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Romero,es,DF,MF,Espanyol,La Liga,23.0,2001.0,16.0,12.0,11.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.4,1.4,22.0,21.0,47.0,0.12,0.17,30.0,20.0,157.0,215.0,165.0,17.0,33.0,51.5,16.0,11.0,1.0,10.0,8.0,38.0,30.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,242.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2.39,16.0,9.0,2.0,0.0,0.0,2.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,526.0,38.0,10.0,526.0,7.0,43.8,9.0,56.3,241.0,1625.0,889.0,3.0,15.0,7.0,272.0,72.0,1.0,0.0,34.0,52.0,3.0,5.0,0.0,0.0,65.0,68.3,78.0,4.0,4.0,29.0,1.0,0.94,10.0,22.0,-12.0,-1.03,-0.85,9.5,21.8,-12.2,-1.05,2.0,20.0,1.15,0.23,0.1,0.5,21.4,0.1,0.0,0.0
Carlos Romero,es,DF,0,Villarreal,La Liga,21.0,2001.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,164.0,68.9,1883.0,736.0,60.0,74.0,81.1,45.0,62.0,72.6,0.2,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,es,MF,DF,Paris S-G,Ligue 1,27.0,1997.0,0.0,0.0,12.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,782.0,85.7,10803.0,2917.0,322.0,356.0,90.4,265.0,299.0,88.6,1.9,-0.4,20.0,58.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Soler,es,MF,FW,West Ham,Premier League,27.0,1997.0,13.0,6.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.3,9.0,9.0,16.0,0.0,0.16,6.0,6.0,79.0,175.0,106.0,2.0,13.0,15.4,11.0,11.0,3.0,8.0,2.0,8.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4.3,18.0,5.0,1.0,1.0,1.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,357.0,9.0,10.0,357.0,3.0,42.9,3.0,42.9,174.0,851.0,354.0,4.0,4.0,10.0,253.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,47.0,42.2,64.0,0.0,7.0,32.0,0.0,1.23,7.0,9.0,-2.0,-0.3,0.35,7.7,12.4,-4.7,-0.7,2.0,50.0,2.34,1.17,0.0,0.0,20.4,0.05,-0.2,-0.2
Carlos Vicente,es,FW,MF,Alavés,La Liga,25.0,1999.0,16.0,16.0,15.7,2.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,3.7,2.3,45.0,23.0,90.0,0.23,0.26,15.0,10.0,88.0,190.0,325.0,8.0,14.0,57.1,11.0,11.0,1.0,10.0,5.0,20.0,11.0,0.0,0.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,181.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.99,20.0,22.0,1.0,1.0,0.0,2.0,0.13,201.0,357.0,56.3,3443.0,1278.0,97.0,140.0,69.3,67.0,108.0,62.0,2.9,0.3,33.0,21.0,18.0,14.0,593.0,12.0,40.0,593.0,16.0,29.6,35.0,64.8,309.0,2006.0,909.0,9.0,32.0,19.0,328.0,55.0,1.0,1.0,67.0,21.0,8.0,8.0,3.0,4.0,88.0,92.4,88.0,12.0,0.0,0.0,1.0,1.0,17.0,23.0,-6.0,-0.38,1.93,16.0,20.9,-4.9,-0.31,3.0,27.3,1.24,0.34,0.18,0.67,16.5,0.1,0.9,0.9
Carlos Vinícius,br,FW,0,Fulham,Premier League,29.0,1995.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,62.0,74.2,587.0,115.0,28.0,34.0,82.4,14.0,21.0,66.7,0.1,-0.8,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlton Morris,eng,FW,MF,Luton Town,Premier League,27.0,1995.0,0.0,0.0,31.8,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,751.0,64.4,6404.0,1199.0,310.0,415.0,74.7,132.0,209.0,63.2,1.6,1.2,22.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmona,es,DF,MF,Getafe,La Liga,21.0,2002.0,0.0,0.0,14.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,570.0,73.5,6803.0,2258.0,225.0,259.0,86.9,144.0,199.0,72.4,1.4,0.0,10.0,29.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmona,es,DF,0,Sevilla,La Liga,22.0,2002.0,16.0,16.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,16.0,30.0,17.0,0.0,0.09,41.0,31.0,359.0,578.0,155.0,19.0,34.0,55.9,15.0,16.0,4.0,12.0,36.0,77.0,42.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.53,16.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1077.0,55.0,10.0,1077.0,8.0,38.1,10.0,47.6,486.0,2484.0,1312.0,3.0,21.0,8.0,567.0,124.0,1.0,2.0,8.0,104.0,0.0,0.0,0.0,4.0,88.0,92.3,88.0,12.0,0.0,0.0,0.0,1.19,16.0,23.0,-7.0,-0.45,-1.97,15.9,21.0,-5.2,-0.33,2.0,28.6,0.65,0.19,0.0,0.0,29.8,0.02,-0.1,-0.1
Carney Chukwuemeka,eng,MF,FW,Chelsea,Premier League,19.0,2003.0,0.0,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,134.0,85.8,1476.0,266.0,82.0,88.0,93.2,26.0,31.0,83.9,0.3,0.7,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Casemiro,br,MF,DF,Manchester Utd,Premier League,32.0,1992.0,12.0,9.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,3.0,112.0,15.0,0.0,0.46,35.0,22.0,182.0,320.0,119.0,17.0,35.0,48.6,18.0,20.0,5.0,15.0,7.0,42.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,277.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.35,33.0,1.0,0.0,0.0,0.0,3.0,0.36,1165.0,1425.0,81.8,20136.0,7677.0,536.0,596.0,89.9,489.0,568.0,86.1,1.2,1.0,16.0,124.0,18.0,3.0,617.0,44.0,18.0,617.0,3.0,60.0,2.0,40.0,331.0,1129.0,539.0,0.0,5.0,8.0,412.0,8.0,4.0,3.0,10.0,1.0,0.0,0.0,0.0,3.0,62.0,51.7,77.0,4.0,3.0,18.0,4.0,1.5,14.0,11.0,3.0,0.36,0.49,13.2,12.8,0.4,0.05,2.0,18.2,2.7,0.49,0.0,0.0,21.5,0.05,-0.5,-0.5
Casper Tengstedt,dk,FW,MF,Hellas Verona,Serie A,24.0,2000.0,14.0,13.0,10.8,3.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,2.8,2.0,0.1,2.1,22.0,7.0,55.0,0.31,0.45,5.0,3.0,31.0,143.0,132.0,2.0,4.0,50.0,6.0,11.0,1.0,3.0,3.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.66,12.0,0.0,1.0,2.0,0.0,2.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,301.0,20.0,30.0,300.0,7.0,38.9,9.0,50.0,148.0,888.0,393.0,8.0,26.0,4.0,195.0,12.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,70.0,67.7,72.0,2.0,1.0,35.0,2.0,0.86,12.0,23.0,-11.0,-1.02,0.34,9.8,17.7,-7.9,-0.73,3.0,27.3,1.71,0.47,0.18,0.67,14.7,0.18,0.2,0.0
Castello Lukeba,fr,DF,0,RB Leipzig,Bundesliga,22.0,2002.0,9.0,9.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,5.0,107.0,2.0,0.0,0.0,17.0,7.0,300.0,337.0,35.0,6.0,9.0,66.7,4.0,13.0,6.0,7.0,4.0,21.0,29.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,411.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.11,8.0,0.0,1.0,0.0,0.0,1.0,0.12,1726.0,1885.0,91.6,30847.0,11113.0,636.0,673.0,94.5,982.0,1022.0,96.1,0.8,-0.1,4.0,107.0,8.0,2.0,666.0,64.0,5.0,666.0,5.0,55.6,3.0,33.3,385.0,1603.0,977.0,0.0,10.0,3.0,478.0,20.0,0.0,5.0,1.0,11.0,0.0,0.0,0.0,1.0,81.0,58.1,81.0,6.0,0.0,0.0,1.0,2.11,17.0,10.0,7.0,0.86,0.69,12.9,10.2,2.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Català,es,DF,0,Espanyol,La Liga,20.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catena,es,DF,0,Osasuna,La Liga,30.0,1994.0,16.0,16.0,28.2,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.0,0.4,7.0,77.0,1.0,0.0,0.04,25.0,14.0,455.0,370.0,20.0,15.0,25.0,60.0,10.0,17.0,10.0,7.0,18.0,43.0,101.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.56,9.0,0.0,0.0,0.0,0.0,2.0,0.12,1095.0,1341.0,81.7,25279.0,10188.0,255.0,284.0,89.8,621.0,679.0,91.5,1.0,2.0,6.0,89.0,3.0,0.0,840.0,126.0,13.0,840.0,4.0,80.0,1.0,20.0,380.0,1962.0,1179.0,0.0,3.0,1.0,444.0,28.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,90.0,94.1,90.0,16.0,0.0,0.0,1.0,1.5,22.0,25.0,-3.0,-0.19,-0.19,17.2,22.2,-5.1,-0.32,1.0,25.0,0.44,0.11,0.0,0.0,10.4,0.1,-0.4,-0.4
Cauley Woodrow,eng,FW,MF,Luton Town,Premier League,28.0,1994.0,0.0,0.0,4.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,152.0,72.4,1530.0,250.0,66.0,82.0,80.5,31.0,40.0,77.5,0.9,-0.2,9.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Zesiger,ch,DF,0,Wolfsburg,Bundesliga,26.0,1998.0,7.0,5.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,3.0,81.0,2.0,0.0,0.02,13.0,8.0,153.0,131.0,19.0,6.0,12.0,50.0,6.0,6.0,5.0,1.0,3.0,16.0,28.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.86,5.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,1118.0,84.3,17299.0,6554.0,351.0,380.0,92.4,509.0,559.0,91.1,0.3,0.0,1.0,71.0,4.0,2.0,303.0,48.0,0.0,303.0,3.0,100.0,0.0,0.0,135.0,653.0,299.0,0.0,1.0,1.0,154.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,75.0,41.4,90.0,5.0,2.0,36.0,7.0,1.43,12.0,12.0,0.0,0.0,-0.73,7.9,12.1,-4.2,-0.72,1.0,50.0,0.4,0.2,0.0,0.0,25.0,0.03,-0.1,-0.1
